lon,lat,mn,mnstd,slen,firstday
2.625,22.125,-1.5763393815606328,6.985739380836287,-5.5,-4.0
2.625,22.625,-1.141941280435777,6.776507478260887,-4.899999999999999,-4.0
2.625,23.125,-0.045436554759120895,6.976753189767356,-2.8000000000000043,-2.0
2.625,23.625,0.500776561772625,7.000239155646025,-1.1333333333333329,-1.0
2.625,24.125,0.7726389960612892,6.706674388873319,-1.1333333333333329,-3.0
2.625,24.625,1.222445711062825,6.94435736030751,-0.4000000000000057,-3.0
2.625,25.125,0.6020873032708103,6.495944797813568,-1.2000000000000028,-2.0
2.625,25.625,1.6254069386739154,6.587864815422549,-0.06666666666666998,-1.0
2.625,26.125,0.6159606435730041,6.575888709607472,-0.3999999999999986,-2.0
2.625,26.625,1.6041330247962264,6.655758642910387,0.93333333333333,-1.0
2.625,27.125,2.415469549673226,6.6641187657008985,2.1000000000000014,-2.0
2.625,27.625,2.548516041555029,6.638909686512667,1.9000000000000057,1.0
2.625,28.125,1.3368143236917085,6.359748238312427,1.5333333333333314,0.0
2.625,28.625,1.5591207688116633,6.413061532934071,1.7666666666666657,-3.0
2.625,29.125,1.2664571010767922,6.274728722023571,1.2666666666666657,-10.0
2.625,29.625,1.1808769207083465,6.070157317147107,0.6666666666666643,3.0
2.625,30.125,1.0445763995994142,6.244833037324984,1.1666666666666679,10.0
2.625,30.625,0.7883442902731055,5.949788432496874,1.033333333333335,13.0
2.625,31.125,0.7373984574165604,6.591485453530687,1.7333333333333307,-17.0
2.625,31.625,0.9874278984277929,5.8167664373571215,1.56666666666667,-14.0
2.625,32.125,0.06642608937228545,6.712732217346323,2.366666666666667,-20.0
2.625,32.625,0.1597901244156681,6.118011740065109,2.8000000000000043,-25.0
2.625,33.125,-0.03084995977417293,6.851162675029764,2.9333333333333336,1.0
2.625,33.625,-0.2642906033342278,6.708864792628672,3.0666666666666664,-46.0
2.625,34.125,-0.7007292766508151,7.359482913422477,4.233333333333334,-10.0
2.625,34.625,-1.3205798143468037,7.088900269666421,4.0,-30.0
2.625,35.125,-0.8592539836840274,7.38195802038574,5.333333333333332,-45.0
2.625,35.625,-1.3471470535192438,7.690633076323936,4.800000000000001,-26.0
2.625,36.125,-0.41282388030546,8.416881132933547,6.266666666666666,-57.0
25.125,-33.875,-1.0931463315678869,8.14209495123518,9.100000000000001,-2.0
25.125,-33.375,-0.9088616799980151,6.008657827932428,7.399999999999999,-2.0
25.125,-32.875,-1.2951234522002686,6.058051204015216,6.766666666666666,-1.0
25.125,-32.375,-2.181188984450344,5.398160316999536,5.600000000000001,-2.0
25.125,-31.875,-2.750707887835233,5.773949007661487,4.766666666666666,-2.0
25.125,-31.375,-3.2863535345777812,5.743353359682773,5.5,-4.0
25.125,-30.875,-3.318560266642848,6.008856620033094,5.199999999999999,-3.0
25.125,-30.375,-2.7334987414789076,6.920456482329402,4.899999999999999,-2.0
25.125,-29.875,-3.7559231774131163,6.823386001153356,4.266666666666666,-3.0
25.125,-29.375,-3.2673283731290788,6.908460472090714,3.766666666666662,-3.0
25.125,-28.875,-3.488586981972979,6.287986578534046,3.1666666666666714,-3.0
25.125,-28.375,-3.784598802308203,6.3027868897192025,3.43333333333333,-3.0
25.125,-27.875,-3.4961549059493535,6.482162833334747,4.366666666666667,-4.0
25.125,-27.375,-4.057414187312862,6.767633504202223,4.266666666666673,-5.0
25.125,-26.875,-4.538086307266983,6.444956484117478,4.066666666666663,-5.0
25.125,-26.375,-4.18983562937278,6.69168070869627,5.266666666666666,-4.0
25.125,-25.875,-3.5847295376033514,6.8840112978752455,5.733333333333334,-4.0
25.125,-25.375,-3.3727805856515474,6.7770029314677025,6.166666666666664,-4.0
25.125,-24.875,-4.075853546371583,7.131914137992565,5.233333333333334,-4.0
25.125,-24.375,-3.196389284561338,7.369722116212703,5.400000000000006,-4.0
25.125,-23.875,-2.5257613497683806,7.0958433816954685,5.06666666666667,-2.0
25.125,-23.375,-2.350625980141526,6.8684581578628805,5.533333333333331,-2.0
25.125,-22.875,-2.073593857503944,7.1562608035997695,5.066666666666663,-3.0
25.125,-22.375,-2.1148425254290686,7.189280487000438,4.066666666666663,-2.0
25.125,-21.875,-2.367919592691255,7.62722761447381,3.6999999999999957,-3.0
25.125,-21.375,-2.4140567486236506,7.323675383467889,2.2333333333333343,-2.0
25.125,-20.875,-2.5547764628675367,7.274750026008213,1.1666666666666714,-2.0
25.125,-20.375,-2.7541466905595655,7.308373087138417,0.10000000000000142,-1.0
25.125,-19.875,-2.613494446554519,7.284746484439933,0.0,-2.0
25.125,-19.375,-2.808929565613866,7.39908660789642,-0.7666666666666657,-2.0
25.125,-18.875,-3.1557582487383797,7.324536088958075,0.2666666666666657,-2.0
25.125,-18.375,-3.2832964985182187,7.418175889630688,0.8000000000000043,-1.0
25.125,-17.875,-3.277674630708802,7.230732039589853,-2.3000000000000043,-2.0
25.125,-17.375,-3.400225258250231,7.399272292141466,-1.8999999999999986,-2.0
25.125,-16.875,-3.531504417908689,7.43872457587956,-0.6999999999999957,-2.0
25.125,-16.375,-3.8342814867843558,7.497389141332056,-0.10000000000000142,-3.0
25.125,-15.875,-4.176073549824412,7.449655600399115,0.10000000000000142,-3.0
25.125,-15.375,-4.008673608406113,7.429070957465724,0.30000000000000426,-4.0
25.125,-14.875,-3.9256346365645243,7.376008361639646,-0.5,-3.0
25.125,-14.375,-4.276934087091796,7.3699520069060025,-0.5,-5.0
25.125,-13.875,-4.450895862420921,7.333372408996704,-0.19999999999999574,-6.0
25.125,-13.375,-4.805772575067767,7.25715519419998,0.29999999999999716,-4.0
25.125,-12.875,-4.9140118275660605,7.149285489755838,-0.3999999999999986,-6.0
25.125,-12.375,-4.900329550736593,7.24740475199186,-0.3999999999999986,-6.0
25.125,-11.875,-5.096398284906602,7.488297215896193,0.5,-5.0
25.125,-11.375,-5.168210535302652,7.607335496228538,-0.033333333333338544,-5.0
25.125,-10.875,-4.932709916332275,7.1545331924076,-0.3999999999999986,-4.0
25.125,-10.375,-5.20209033884478,6.872182415405964,-0.3999999999999986,-6.0
25.125,-9.875,-5.181598361744314,6.838807606815129,-0.5333333333333385,-5.0
25.125,-9.375,-4.867120103968048,6.995427468619768,-0.4333333333333371,-7.0
25.125,-8.875,-5.49958450724267,6.997073225945808,-0.36666666666666714,-6.0
25.125,-8.375,-5.294469641993228,7.182860352871355,-0.13333333333333286,-5.0
25.125,-7.875,-5.065034458389068,7.043190888155863,-0.30000000000000426,-6.0
25.125,-7.375,-4.668006773101109,7.19156034483874,-0.36666666666666714,-5.0
25.125,-6.875,-4.426362861303197,7.135197891966943,-0.20000000000000284,-6.0
25.125,-6.375,-3.4152844536459988,7.030873596339319,-0.7333333333333272,-6.0
25.125,-5.875,-3.2851806670902555,6.999090324852278,-0.7333333333333343,-4.0
25.125,-5.375,-3.47829062200595,7.117346887765987,-0.5,-5.0
25.125,-4.875,-3.8430391801132693,7.161355935861061,-0.5333333333333314,-6.0
25.125,-4.375,-3.903259554910502,7.143816827578721,-0.10000000000000142,-5.0
25.125,-3.875,-4.37666303821964,7.026399445736863,-0.03333333333333144,-6.0
25.125,-3.375,-4.895552128688919,7.017139804969583,-0.13333333333333286,-6.0
25.125,-2.875,-4.0911435655539385,6.994696342408351,-0.06666666666666998,-6.0
25.125,-2.375,-3.9284258587324565,6.710404552431272,-0.03333333333333144,-5.0
25.125,-1.875,-3.7338413159167914,6.972680435641018,-0.13333333333333286,-4.0
25.125,-1.375,-4.219339622641513,6.723545652277936,0.0,-5.0
25.125,-0.875,-4.040094339622641,6.906615594743606,0.0,-4.0
25.125,-0.375,-4.269200532172235,6.786154365882062,-0.06666666666666998,-4.0
25.125,0.125,-3.9455067731011084,6.866125404691246,-0.06666666666666998,-4.0
25.125,0.625,-3.6709712973239554,6.867418314182753,-0.23333333333333428,-4.0
25.125,1.125,-4.2788915094339615,6.639509659713767,-0.20000000000000284,-4.0
25.125,1.625,-4.633100507982597,6.941188211601329,-0.13333333333333286,-4.0
25.125,2.125,-5.650622290522403,6.550022713820011,-0.23333333333333428,-5.0
25.125,2.625,-5.205445694242869,6.813639187735502,-0.03333333333333144,-3.0
25.125,3.125,-5.4680303580067715,6.74201477797227,-0.1666666666666714,-5.0
25.125,3.625,-5.414630882590092,6.873602812798759,-0.29999999999999716,-5.0
25.125,4.125,-5.18565998605537,6.701630462906026,-0.56666666666667,-4.0
25.125,4.625,-5.213479709155067,6.741372143686656,-0.3999999999999986,-4.0
25.125,5.125,-4.63841078051928,6.7025850282937665,-0.8333333333333286,-4.0
25.125,5.625,-4.6675671352237025,6.8251176942071545,-1.2333333333333343,-3.0
25.125,6.125,-4.761023489886998,6.908262702741856,-1.1000000000000014,-4.0
25.125,6.625,-4.579095941505997,6.7360016077426685,-1.3000000000000043,-4.0
25.125,7.125,-4.296631422607852,7.055360491836908,-2.06666666666667,-3.0
25.125,7.625,-4.288506337523131,6.922907656117463,-1.8666666666666671,-3.0
25.125,8.125,-4.176718982470192,6.834685170877439,-1.3333333333333286,-3.0
25.125,8.625,-3.214368263111737,7.1069606193947426,-2.2666666666666657,-2.0
25.125,9.125,-2.984048940748554,7.0486386923586375,-2.433333333333337,-2.0
25.125,9.625,-2.350869531734066,6.739296439805578,-3.2333333333333343,-3.0
25.125,10.125,-2.0452182996712303,6.330449966192682,-4.166666666666664,-3.0
25.125,10.625,-1.8593346203883225,6.384714550960011,-4.799999999999997,-2.0
25.125,11.125,-1.8620097852042594,6.177879270918247,-5.833333333333336,-3.0
25.125,11.625,-2.0557546272778087,6.3869194277964745,-2.9666666666666615,-3.0
25.125,12.125,-2.4628844715659604,6.706850755822941,-2.366666666666667,-3.0
25.125,12.625,-2.6049634182109003,6.842678015108877,-2.6000000000000014,-3.0
25.125,13.125,-2.4414943239609634,7.079430239330847,-2.93333333333333,-2.0
25.125,13.625,-2.3573113105074306,6.767389323964226,-3.133333333333333,-3.0
25.125,14.125,-2.1544056711517925,6.866941927191036,-1.5,-2.0
25.125,14.625,-2.0086822820332024,6.908281114960728,-2.0333333333333314,-3.0
25.125,15.125,-2.022388288331488,7.03650924657945,-2.8333333333333357,-2.0
25.125,15.625,-2.1275333213431367,6.628519990467428,-3.8333333333333286,-3.0
25.125,16.125,-2.1198575599175555,6.459205622571448,-4.166666666666664,-1.0
25.125,16.625,-2.141351221191915,6.560697673557261,-4.666666666666664,-3.0
25.125,17.125,-1.9259339853631374,6.3178206286311385,-4.233333333333334,-2.0
25.125,17.625,-1.9522985640259485,6.4918790397233614,-3.799999999999997,-2.0
25.125,18.125,-1.6120651643444042,6.289483583220045,-4.266666666666666,-2.0
25.125,18.625,-1.4681946073613297,6.501099842016311,-4.433333333333337,-2.0
25.125,19.125,-1.1240287668511186,6.5586982527400135,-3.9666666666666686,-1.0
25.125,19.625,-0.40484782849825507,6.91828445653699,-2.93333333333333,1.0
25.125,20.125,0.585583058587364,6.863938832437129,-0.6000000000000014,3.0
25.125,20.625,0.7835922819023899,7.236682792027237,1.2000000000000028,2.0
25.125,21.125,1.6513084950103512,7.4548545482314665,1.7333333333333343,1.0
25.125,21.625,1.8211391354812676,7.373464811213034,2.93333333333333,2.0
25.125,22.125,2.0890155485645465,7.39847355429806,1.9666666666666615,-2.0
25.125,22.625,2.338787271528826,7.23761054437276,2.866666666666667,1.0
25.125,23.125,2.27475401977728,7.66463236377581,1.5,-4.0
25.125,23.625,2.610828177145173,7.340245229526214,1.36666666666666,2.0
25.125,24.125,1.9634050592775125,7.027445901375571,1.5333333333333385,-1.0
25.125,24.625,2.1533027930529833,6.964701167120802,2.133333333333333,-6.0
25.125,25.125,2.2497220729565868,6.492362220811653,2.3333333333333286,-2.0
25.125,25.625,2.355138967687953,6.722014213569724,2.1000000000000014,-4.0
25.125,26.125,2.4739620920278327,6.82813189148961,2.433333333333337,-2.0
25.125,26.625,2.615944074062458,7.197493915745444,3.8000000000000043,1.0
25.125,27.125,3.1975718259599653,7.42060496150488,5.0,0.0
25.125,27.625,3.522870021259269,7.1155408646817,6.333333333333336,0.0
25.125,28.125,3.991031457319231,6.771529970412804,7.899999999999999,2.0
25.125,28.625,3.9173946465653557,7.201532345900375,8.600000000000001,3.0
25.125,29.125,2.8398791867161286,7.2365589495722045,8.366666666666667,-4.0
25.125,29.625,1.220658973837299,7.615710061766748,6.566666666666663,-3.0
25.125,30.125,0.42374706117279715,7.50454513993027,6.866666666666667,-2.0
25.125,30.625,-0.39669336866921157,7.722868056362479,6.266666666666666,-6.0
25.125,31.125,-1.892844476890943,8.028017557976243,4.56666666666667,-4.0
25.125,31.625,-0.35032293625317834,8.079553839393748,6.5,-2.0
25.125,35.125,0.15582721057032956,11.087815256649165,7.366666666666667,9.0
-109.875,23.125,-2.6742490770974037,7.815548038072828,3.8999999999999986,-3.0
-109.875,23.625,-1.942382952684877,7.890968714732702,6.333333333333336,-5.0
-109.875,27.125,-1.7000349537752442,6.6974476384347845,0.3999999999999986,-4.0
-109.875,27.625,-1.530998175335533,6.830625403782815,0.7333333333333343,-2.0
-109.875,28.125,-0.15730538694314689,6.905253428521046,4.633333333333333,-2.0
-109.875,28.625,0.5573912823760416,6.59367685766361,5.399999999999999,1.0
-109.875,29.125,-0.3271005037869159,6.126577902731372,3.700000000000003,-1.0
-109.875,29.625,0.03865284859631757,6.175318836956958,3.966666666666665,-31.0
-109.875,30.125,0.30235945789030794,6.437835554217072,3.8000000000000007,-12.0
-109.875,30.625,-1.8001143494449217,5.574729467682772,2.5,-5.0
-109.875,31.125,-3.2167669255836664,4.782764730122665,2.5666666666666664,6.0
-109.875,31.625,-2.275704373048761,5.154142175663573,2.9666666666666686,-45.0
-109.875,32.125,-2.0818112962093664,5.307892839983105,1.9333333333333336,-24.0
-109.875,32.625,-2.9941639024637574,5.023233678669106,2.466666666666665,-23.0
-109.875,33.125,-2.3460461200986877,5.352499520169017,2.5333333333333314,-41.0
-109.875,33.625,-3.090049838567978,5.2565114330010285,2.166666666666668,-27.0
-109.875,34.125,-2.0908393551108304,5.575371872751701,3.0666666666666664,-10.0
-109.875,34.625,-3.5469036201841746,5.328301182194675,1.7666666666666693,-19.0
-109.875,35.125,-2.9288347430697925,4.757068520709717,2.0666666666666664,-25.0
-109.875,35.625,-2.6943976649210732,5.159868039756417,2.9333333333333336,-17.0
-109.875,36.125,-2.2910807965127233,5.663674534231069,3.166666666666668,-14.0
-109.875,36.625,-2.699446231675818,5.067990747756111,0.43333333333333357,2.0
-109.875,37.125,-1.6035436912439174,5.256691105964924,0.7666666666666666,-9.0
-109.875,37.625,-4.750900549613782,2.01252902373818,0.5333333333333334,-15.0
-109.375,27.125,-1.698096352464173,6.6405822344427365,-0.7333333333333343,-3.0
-109.375,27.625,-0.5740918998623776,6.784085150756766,4.0,-3.0
-109.375,28.125,-0.02945860948657497,7.030162917298659,5.466666666666669,-1.0
-109.375,28.625,-2.357937584012113,5.2890969516278705,4.400000000000002,-14.0
-109.375,29.125,-0.11142963280354934,6.395641693105152,3.700000000000003,10.0
-109.375,29.625,0.062404149372692785,5.522385486042827,3.6999999999999957,-19.0
-109.375,30.125,0.6948419039368794,6.158865929140202,3.033333333333335,-14.0
-109.375,30.625,-0.17725849747366595,5.913605818809331,1.5,-24.0
-109.375,31.125,-1.3996843882267704,4.980353838284055,0.7333333333333343,-17.0
-109.375,31.625,-2.7185737755866484,5.054026628410261,2.6999999999999993,-3.0
-109.375,32.125,-2.689186436509992,5.008691865203774,2.8999999999999986,-15.0
-109.375,32.625,-2.029433843584826,5.144112867720418,1.8333333333333357,-31.0
-109.375,33.125,-2.9297515322287424,5.365396513699567,2.8000000000000007,-7.0
-109.375,33.625,-4.978702952140452,7.1610181900015455,4.800000000000001,-12.0
-109.375,34.125,-3.4827265293257916,7.049206126719225,3.6000000000000014,0.0
-109.375,34.625,-2.792002683662524,5.653163287204118,2.5,-15.0
-109.375,35.125,-3.06906088178534,5.058402301465582,2.56666666666667,-21.0
-109.375,35.625,-2.1595141291958235,5.428523216754854,3.366666666666669,-4.0
-109.375,36.125,-1.8606949411989007,5.1747280029500935,3.5,-16.0
-109.375,36.625,-2.1615060848057226,4.217493425887836,0.7333333333333334,-2.0
-109.375,37.125,-2.8146087546306795,5.156153488458155,0.2333333333333334,-24.0
-109.375,37.625,-4.305771987157435,2.8352618305343538,0.26666666666666683,-13.0
-108.875,25.625,-1.5144355459980865,6.622914998928705,0.1666666666666643,-1.0
-108.875,26.125,-1.0005158676747747,6.511377725029671,1.3333333333333357,-2.0
-108.875,26.625,-0.6929262531729172,6.208214865297047,1.2999999999999972,0.0
-108.875,27.125,-0.7482615834280999,6.460877484400674,1.4666666666666686,-2.0
-108.875,27.625,-0.7761355410269921,6.577584020753931,3.0333333333333314,-3.0
-108.875,28.125,-2.6654367585635192,5.384051784355828,4.866666666666667,-52.0
-108.875,28.625,-2.7345051529739237,5.191779029133941,4.333333333333332,-48.0
-108.875,29.125,-2.186162184664507,5.489118431176089,3.466666666666665,14.0
-108.875,29.625,-1.3821519238041233,5.718973569796237,2.5333333333333314,-6.0
-108.875,30.125,-2.25635827284718,5.3623038105575285,2.8333333333333357,-49.0
-108.875,30.625,-1.7759714308789398,5.398242803029771,1.6666666666666679,-3.0
-108.875,31.125,-2.8330749146349916,4.6577658712809935,3.833333333333332,-13.0
-108.875,31.625,-2.6979773185857248,5.275170440074443,2.4333333333333336,-38.0
-108.875,32.125,-2.038557044274672,5.229330544848244,2.3333333333333357,6.0
-108.875,32.625,-2.190683369923338,5.152490027347627,1.5999999999999979,-31.0
-108.875,33.125,-2.5974942120018767,5.593457085282058,2.8000000000000007,2.0
-108.875,33.625,-2.4919580657274203,5.433603316251072,4.2666666666666675,-17.0
-108.875,34.125,-4.163778589186869,6.841650447639711,4.1,-7.0
-108.875,34.625,-2.06835459371354,4.7707315594884445,3.4333333333333353,-5.0
-108.875,35.125,-2.0155804029275366,5.076772945649143,3.0,-15.0
-108.875,35.625,-2.091019540350999,4.834547614858866,3.166666666666666,0.0
-108.875,36.125,-2.49439452263454,6.295708421186088,3.7666666666666657,-12.0
-108.875,36.625,-2.1642398435346664,4.848870981237669,0.5,-11.0
-108.875,37.125,-2.7337995724605584,5.225886255067854,-0.06666666666666643,-8.0
-108.875,37.625,-4.877509006301576,2.5402804753028416,0.40000000000000013,-15.0
-108.375,25.625,-1.4758268948139168,6.717412431164398,-0.8333333333333357,-2.0
-108.375,26.125,-0.39018636347759283,6.574661313486038,3.133333333333333,1.0
-108.375,26.625,-0.9085380785489399,6.514942257970844,-1.2333333333333272,-2.0
-108.375,27.125,-0.24774336014726828,6.76387970539558,4.966666666666669,-2.0
-108.375,27.625,-1.0399850600063338,6.327974919368483,5.066666666666663,-25.0
-108.375,28.125,-2.3878534286637105,5.2939622241866555,5.433333333333334,-59.0
-108.375,28.625,-3.1992348950679705,5.779048408124821,3.7333333333333343,-2.0
-108.375,29.125,-3.0321758199895434,5.6302716351155055,3.8999999999999986,-11.0
-108.375,29.625,-3.851699381080941,6.143744562732227,4.033333333333335,-25.0
-108.375,30.125,-2.8283564932474654,5.517395697380447,4.666666666666664,-3.0
-108.375,30.625,-2.5701808815734566,5.338342415754283,3.4333333333333336,3.0
-108.375,31.125,-2.0658664619090708,5.542281480179235,1.93333333333333,0.0
-108.375,31.625,-2.350513376907031,5.265194546973533,2.5,4.0
-108.375,32.125,-2.1349477054325483,5.38354349987851,2.1000000000000014,0.0
-108.375,32.625,-2.9074367051376377,5.0715603096263475,2.7666666666666693,-23.0
-108.375,33.125,-1.8102752562195192,5.850367865188945,4.433333333333334,-15.0
-108.375,33.625,-3.5873745025399444,7.034402991357401,4.199999999999999,-9.0
-108.375,34.125,-4.842223413160909,6.807506786901895,4.666666666666667,-13.0
-108.375,34.625,-2.6048464037395895,5.58951250154051,4.633333333333335,-9.0
-108.375,35.125,-2.3669508536913746,5.980527332551803,3.566666666666668,-7.0
-108.375,35.625,-1.6456790181925633,5.240539832783792,3.5,-12.0
-108.375,36.125,-2.419349737245728,4.695108241983378,2.066666666666668,-9.0
-108.375,36.625,-2.737456331382898,4.3731209921923355,0.16666666666666696,-4.0
-108.375,37.125,-2.336199095022618,4.176657553260971,0.5333333333333332,-18.0
-108.375,37.625,-10.583333333333336,3.9622805035812028,0.43333333333333335,-23.0
-107.875,25.125,-2.196994122727837,6.628653492796507,-1.7999999999999972,-2.0
-107.875,25.625,-1.5529839194884723,6.335580778066767,-1.7333333333333343,-3.0
-107.875,26.125,-0.4462822043832233,6.571850314124363,5.266666666666666,-5.0
