"time","sizeS","sizeM","sizeL"
-1.73,0.999424894320839,0.999424894320839,0.999424894320839
-1.72,0.999428044394994,0.999428044394994,0.999428044394994
-1.71,0.999431178133669,0.999431178133669,0.999431178133669
-1.7,0.999434295612423,0.999434295612423,0.999434295612423
-1.69,0.999437396906814,0.999437396906814,0.999437396906814
-1.68,0.999440482092403,0.999440482092403,0.999440482092403
-1.67,0.999443551244748,0.999443551244748,0.999443551244748
-1.66,0.999446604439408,0.999446604439408,0.999446604439408
-1.65,0.999449641751942,0.999449641751942,0.999449641751942
-1.64,0.999452663257909,0.999452663257909,0.999452663257909
-1.63,0.999455669032869,0.999455669032869,0.999455669032869
-1.62,0.99945865915238,0.99945865915238,0.99945865915238
-1.61,0.999461633692002,0.999461633692002,0.999461633692002
-1.6,0.999464592727294,0.999464592727294,0.999464592727294
-1.59,0.999467536333813,0.999467536333813,0.999467536333813
-1.58,0.999470464587121,0.999470464587121,0.999470464587121
-1.57,0.999473377562775,0.999473377562775,0.999473377562775
-1.56,0.999476275336335,0.999476275336335,0.999476275336335
-1.55,0.99947915798336,0.99947915798336,0.99947915798336
-1.54,0.99948202557941,0.99948202557941,0.99948202557941
-1.53,0.999484878200042,0.999484878200042,0.999484878200042
-1.52,0.999487715920815,0.999487715920815,0.999487715920815
-1.51,0.999490538817291,0.999490538817291,0.999490538817291
-1.5,0.999493346965026,0.999493346965026,0.999493346965026
-1.49,0.999496140439581,0.999496140439581,0.999496140439581
-1.48,0.999498919316514,0.999498919316514,0.999498919316514
-1.47,0.999501683671385,0.999501683671385,0.999501683671385
-1.46,0.999504433579751,0.999504433579751,0.999504433579751
-1.45,0.999507169117174,0.999507169117174,0.999507169117174
-1.44,0.999509890359211,0.999509890359211,0.999509890359211
-1.43,0.999512597381422,0.999512597381422,0.999512597381422
-1.42,0.999515290259366,0.999515290259366,0.999515290259366
-1.41,0.999517969068601,0.999517969068601,0.999517969068601
-1.4,0.999520633884687,0.999520633884687,0.999520633884687
-1.39,0.999523284783183,0.999523284783183,0.999523284783183
-1.38,0.9995259218422,0.9995259218422,0.9995259218422
-1.37,0.999528545185077,0.999528545185077,0.999528545185077
-1.36,0.999531154892114,0.999531154892114,0.999531154892114
-1.35,0.999533751021225,0.999533751021225,0.999533751021225
-1.34,0.999536333630322,0.999536333630322,0.999536333630322
-1.33,0.999538902777318,0.999538902777318,0.999538902777318
-1.32,0.999541458520126,0.999541458520126,0.999541458520126
-1.31,0.999544000916659,0.999544000916659,0.999544000916659
-1.3,0.999546530024829,0.999546530024829,0.999546530024829
-1.29,0.999549045902548,0.999549045902548,0.999549045902548
-1.28,0.999551548607731,0.999551548607731,0.999551548607731
-1.27,0.999554038198289,0.999554038198289,0.999554038198289
-1.26,0.999556514732136,0.999556514732136,0.999556514732136
-1.25,0.999558978267184,0.999558978267184,0.999558978267184
-1.24,0.999561428861346,0.999561428861346,0.999561428861346
-1.23,0.999563866572536,0.999563866572536,0.999563866572536
-1.22,0.999566291458664,0.999566291458664,0.999566291458664
-1.21,0.999568703577645,0.999568703577645,0.999568703577645
-1.2,0.999571102987392,0.999571102987392,0.999571102987392
-1.19,0.999573489745816,0.999573489745816,0.999573489745816
-1.18,0.999575863910831,0.999575863910831,0.999575863910831
-1.17,0.999578225540349,0.999578225540349,0.999578225540349
-1.16,0.999580574692284,0.999580574692284,0.999580574692284
-1.15,0.999582911424548,0.999582911424548,0.999582911424548
-1.14,0.999585235795054,0.999585235795054,0.999585235795054
-1.13,0.999587547861715,0.999587547861715,0.999587547861715
-1.12,0.999589847682443,0.999589847682443,0.999589847682443
-1.11,0.999592135315151,0.999592135315151,0.999592135315151
-1.1,0.999594410817753,0.999594410817753,0.999594410817753
-1.09,0.99959667424816,0.99959667424816,0.99959667424816
-1.08,0.999598925664286,0.999598925664286,0.999598925664286
-1.07,0.999601165124044,0.999601165124044,0.999601165124044
-1.06,0.999603392685345,0.999603392685345,0.999603392685345
-1.05,0.999605608406104,0.999605608406104,0.999605608406104
-1.04,0.999607812344233,0.999607812344233,0.999607812344233
-1.03,0.999610004557644,0.999610004557644,0.999610004557644
-1.02,0.99961218510425,0.99961218510425,0.99961218510425
-1.01,0.999614354041964,0.999614354041964,0.999614354041964
-1,0.9996165114287,0.9996165114287,0.9996165114287
-0.990000000000002,0.999618657322369,0.999618657322369,0.999618657322369
-0.979999999999997,0.999620791780885,0.999620791780885,0.999620791780885
-0.969999999999999,0.99962291486216,0.99962291486216,0.99962291486216
-0.960000000000001,0.999625026624106,0.999625026624106,0.999625026624106
-0.949999999999996,0.999627127124639,0.999627127124639,0.999627127124639
-0.939999999999998,0.999629216421668,0.999629216421668,0.999629216421668
-0.93,0.999631294573108,0.999631294573108,0.999631294573108
-0.920000000000002,0.999633361636871,0.999633361636871,0.999633361636871
-0.909999999999997,0.999635417670871,0.999635417670871,0.999635417670871
-0.899999999999999,0.999637462733019,0.999637462733019,0.999637462733019
-0.890000000000001,0.999639496881229,0.999639496881229,0.999639496881229
-0.880000000000003,0.999641520173413,0.999641520173413,0.999641520173413
-0.869999999999997,0.999643532667484,0.999643532667484,0.999643532667484
-0.859999999999999,0.999645534421355,0.999645534421355,0.999645534421355
-0.850000000000001,0.999647525492939,0.999647525492939,0.999647525492939
-0.839999999999996,0.999649505940149,0.999649505940149,0.999649505940149
-0.829999999999998,0.999651475820896,0.999651475820896,0.999651475820896
-0.82,0.999653435193095,0.999653435193095,0.999653435193095
-0.810000000000002,0.999655384114658,0.999655384114658,0.999655384114658
-0.799999999999997,0.999657322643497,0.999657322643497,0.999657322643497
-0.789999999999999,0.999659250837526,0.999659250837526,0.999659250837526
-0.780000000000001,0.999661168754657,0.999661168754657,0.999661168754657
-0.769999999999996,0.999663076452803,0.999663076452803,0.999663076452803
-0.759999999999998,0.99966497400911,0.99966497400911,0.99966497400911
-0.75,0.999666861517934,0.999666861517934,0.999666861517934
-0.740000000000002,0.999668739024061,0.999668739024061,0.999668739024061
-0.729999999999997,0.999670606570386,0.999670606570386,0.999670606570386
-0.719999999999999,0.999672464199799,0.999672464199799,0.999672464199799
-0.710000000000001,0.999674311955194,0.999674311955194,0.999674311955194
-0.699999999999996,0.999676149879463,0.999676149879463,0.999676149879463
-0.689999999999998,0.9996779780155,0.9996779780155,0.9996779780155
-0.68,0.999679796406195,0.999679796406195,0.999679796406195
-0.670000000000002,0.999681605094442,0.999681605094442,0.999681605094442
-0.659999999999997,0.999683404123134,0.999683404123134,0.999683404123134
-0.649999999999999,0.999685193535163,0.999685193535163,0.999685193535163
-0.640000000000001,0.999686973373421,0.999686973373421,0.999686973373421
-0.630000000000003,0.999688743680801,0.999688743680801,0.999688743680801
-0.619999999999997,0.999690504500195,0.999690504500195,0.999690504500195
-0.609999999999999,0.999692255874497,0.999692255874497,0.999692255874497
-0.600000000000001,0.999693997846599,0.999693997846599,0.999693997846599
-0.589999999999996,0.999695730459392,0.999695730459392,0.999695730459392
-0.579999999999998,0.99969745375577,0.99969745375577,0.99969745375577
-0.57,0.999699167778625,0.999699167778625,0.999699167778625
-0.560000000000002,0.999700872570851,0.999700872570851,0.999700872570851
-0.549999999999997,0.999702568175338,0.999702568175338,0.999702568175338
-0.539999999999999,0.99970425463498,0.99970425463498,0.99970425463498
-0.530000000000001,0.99970593199267,0.99970593199267,0.99970593199267
-0.519999999999996,0.9997076002913,0.9997076002913,0.9997076002913
-0.509999999999998,0.999709259573762,0.999709259573762,0.999709259573762
-0.5,0.999710909882949,0.999710909882949,0.999710909882949
-0.490000000000002,0.999712551261753,0.999712551261753,0.999712551261753
-0.479999999999997,0.999714183753068,0.999714183753068,0.999714183753068
-0.469999999999999,0.999715807399785,0.999715807399785,0.999715807399785
-0.460000000000001,0.999717422244797,0.999717422244797,0.999717422244797
-0.449999999999996,0.999719028330997,0.999719028330997,0.999719028330997
-0.439999999999998,0.999720625701277,0.999720625701277,0.999720625701277
-0.43,0.99972221439853,0.99972221439853,0.99972221439853
-0.420000000000002,0.999723794465648,0.999723794465648,0.999723794465648
-0.409999999999997,0.999725365945525,0.999725365945525,0.999725365945525
-0.399999999999999,0.999726928881051,0.999726928881051,0.999726928881051
-0.390000000000001,0.99972848331512,0.99972848331512,0.99972848331512
-0.380000000000003,0.999730029290625,0.999730029290625,0.999730029290625
-0.369999999999997,0.999731566850458,0.999731566850458,0.999731566850458
-0.359999999999999,0.999733096037511,0.999733096037511,0.999733096037511
-0.350000000000001,0.999734616894677,0.999734616894677,0.999734616894677
-0.339999999999996,0.999736129464849,0.999736129464849,0.999736129464849
-0.329999999999998,0.999737633790919,0.999737633790919,0.999737633790919
-0.32,0.999739129915779,0.999739129915779,0.999739129915779
-0.310000000000002,0.999740617882323,0.999740617882323,0.999740617882323
-0.299999999999997,0.999742097733442,0.999742097733442,0.999742097733442
-0.289999999999999,0.99974356951203,0.99974356951203,0.99974356951203
-0.280000000000001,0.999745033260979,0.999745033260979,0.999745033260979
-0.269999999999996,0.99974648902318,0.99974648902318,0.99974648902318
-0.259999999999998,0.999747936841528,0.999747936841528,0.999747936841528
-0.25,0.999749376758914,0.999749376758914,0.999749376758914
-0.240000000000002,0.999750808818231,0.999750808818231,0.999750808818231
-0.229999999999997,0.999752233062372,0.999752233062372,0.999752233062372
-0.219999999999999,0.999753649534228,0.999753649534228,0.999753649534228
-0.210000000000001,0.999755058276694,0.999755058276694,0.999755058276694
-0.199999999999996,0.99975645933266,0.99975645933266,0.99975645933266
-0.189999999999998,0.999757852745019,0.999757852745019,0.999757852745019
-0.18,0.999759238556665,0.999759238556665,0.999759238556665
-0.170000000000002,0.99976061681049,0.99976061681049,0.99976061681049
-0.159999999999997,0.999761987549386,0.999761987549386,0.999761987549386
-0.149999999999999,0.999763350816246,0.999763350816246,0.999763350816246
-0.140000000000001,0.999764706653962,0.999764706653962,0.999764706653962
-0.130000000000003,0.999766055105427,0.999766055105427,0.999766055105427
-0.119999999999997,0.999767396213533,0.999767396213533,0.999767396213533
-0.109999999999999,0.999768730021173,0.999768730021173,0.999768730021173
-0.100000000000001,0.99977005657124,0.99977005657124,0.99977005657124
-0.0899999999999963,0.99977137590531,0.999771375905313,0.999771375905313
-0.0799999999999983,0.999772688036163,0.999772688036225,0.999772688036225
-0.0700000000000003,0.999773992989256,0.999773992989438,0.999773992989438
-0.0600000000000023,0.999775290800954,0.999775290801295,0.999775290801295
-0.0499999999999972,0.999776581507623,0.999776581508142,0.999776581508142
-0.0399999999999991,0.99977786514563,0.999777865146325,0.999777865146325
-0.0300000000000011,0.999779141751342,0.999779141752187,0.999779141752187
-0.019999999999996,0.999780411361126,0.999780411362075,0.999780411362075
-0.00999999999999801,0.999781674011383,0.999781674012366,0.999781674012366
0,0.99978292973832,0.999783013692007,0.999783013692007
0.00999999999999801,0.999782922863247,0.99978311222229,0.99978311222229
0.0200000000000031,0.999782915880892,0.99978311222229,0.99978311222229
0.0300000000000011,0.999782908789689,0.99978311222229,0.99978311222229
0.0399999999999991,0.999782901588057,0.99978311222229,0.99978311222229
0.0500000000000043,0.99978289427439,0.99978311222229,0.99978311222229
0.0600000000000023,0.999782886847061,0.99978311222229,0.99978311222229
0.0700000000000003,0.999782879304422,0.99978311222229,0.99978311222229
0.0799999999999983,0.999782871644804,0.99978311222229,0.99978311222229
0.0900000000000034,0.999782863866513,0.99978311222229,0.99978311222229
0.100000000000001,0.999782855967834,0.99978311222229,0.99978311222229
0.109999999999999,0.999782847947029,0.99978311222229,0.99978311222229
0.119999999999997,0.999782839802337,0.99978311222229,0.99978311222229
0.130000000000003,0.999782831531973,0.99978311222229,0.99978311222229
0.140000000000001,0.999782823134127,0.99978311222229,0.99978311222229
0.149999999999999,0.999782814606969,0.99978311222229,0.99978311222229
0.160000000000004,0.999782805948641,0.99978311222229,0.99978311222229
0.170000000000002,0.999782797157262,0.99978311222229,0.99978311222229
0.18,0.999782788230925,0.99978311222229,0.99978311222229
0.189999999999998,0.999782779167699,0.99978311222229,0.99978311222229
0.200000000000003,0.999782769965626,0.99978311222229,0.99978311222229
0.210000000000001,0.999782760622726,0.99978311222229,0.99978311222229
0.219999999999999,0.999782751136987,0.99978311222229,0.99978311222229
0.230000000000004,0.999782741506376,0.99978311222229,0.99978311222229
0.240000000000002,0.999782731728829,0.99978311222229,0.99978311222229
0.25,0.999782721802259,0.99978311222229,0.99978311222229
0.259999999999998,0.999782711724548,0.99978311222229,0.99978311222229
0.270000000000003,0.999782701493553,0.99978311222229,0.99978311222229
0.280000000000001,0.9997826911071,0.99978311222229,0.99978311222229
0.289999999999999,0.999782680562991,0.99978311222229,0.99978311222229
0.300000000000004,0.999782669858996,0.99978311222229,0.99978311222229
0.310000000000002,0.999782658992855,0.99978311222229,0.99978311222229
0.32,0.999782647962282,0.99978311222229,0.99978311222229
0.329999999999998,0.99978263676496,0.99978311222229,0.99978311222229
0.340000000000003,0.999782625398541,0.99978311222229,0.99978311222229
0.350000000000001,0.999782613860646,0.99978311222229,0.99978311222229
0.359999999999999,0.999782602148868,0.99978311222229,0.99978311222229
0.369999999999997,0.999782590260766,0.99978311222229,0.99978311222229
0.380000000000003,0.999782578193871,0.99978311222229,0.99978311222229
0.390000000000001,0.999782565945677,0.99978311222229,0.99978311222229
0.399999999999999,0.99978255351365,0.99978311222229,0.99978311222229
0.410000000000004,0.999782540895222,0.99978311222229,0.99978311222229
0.420000000000002,0.999782528087792,0.99978311222229,0.99978311222229
0.43,0.999782515088725,0.99978311222229,0.99978311222229
0.439999999999998,0.999782501895352,0.99978311222229,0.99978311222229
0.450000000000003,0.999782488504973,0.99978311222229,0.99978311222229
0.460000000000001,0.99978247491485,0.99978311222229,0.99978311222229
0.469999999999999,0.999782461122211,0.99978311222229,0.99978311222229
0.480000000000004,0.999782447124247,0.99978311222229,0.99978311222229
0.490000000000002,0.999782432918118,0.99978311222229,0.99978311222229
0.5,0.999782418500944,0.99978311222229,0.99978311222229
0.509999999999998,0.999782403869807,0.99978311222229,0.99978311222229
0.520000000000003,0.999782389021756,0.99978311222229,0.99978311222229
0.530000000000001,0.9997823739538,0.99978311222229,0.99978311222229
0.539999999999999,0.999782358662912,0.99978311222229,0.99978311222229
0.550000000000004,0.999782343146024,0.99978311222229,0.99978311222229
0.560000000000002,0.999782327400031,0.99978311222229,0.99978311222229
0.57,0.99978231142179,0.99978311222229,0.99978311222229
0.579999999999998,0.999782295208115,0.99978311222229,0.99978311222229
0.590000000000003,0.999782278755783,0.99978311222229,0.99978311222229
0.600000000000001,0.999782262061529,0.99978311222229,0.99978311222229
0.609999999999999,0.999782245122047,0.99978311222229,0.99978311222229
0.619999999999997,0.99978222793399,0.99978311222229,0.99978311222229
0.630000000000003,0.99978221049397,0.99978311222229,0.99978311222229
0.640000000000001,0.999782192798552,0.99978311222229,0.99978311222229
0.649999999999999,0.999782174844265,0.99978311222229,0.99978311222229
0.660000000000004,0.999782156627592,0.99978311222229,0.99978311222229
0.670000000000002,0.999782138144967,0.99978311222229,0.99978311222229
0.68,0.999782119392787,0.99978311222229,0.99978311222229
0.689999999999998,0.999782100367402,0.99978311222229,0.99978311222229
0.700000000000003,0.999782081065113,0.99978311222229,0.99978311222229
0.710000000000001,0.99978206148218,0.99978311222229,0.99978311222229
0.719999999999999,0.999782041614814,0.99978311222229,0.99978311222229
0.730000000000004,0.999782021459178,0.99978311222229,0.99978311222229
0.740000000000002,0.999782001011393,0.99978311222229,0.99978311222229
0.75,0.999781980267525,0.99978311222229,0.99978311222229
0.759999999999998,0.999781959223595,0.99978311222229,0.99978311222229
0.770000000000003,0.999781937875578,0.99978311222229,0.99978311222229
0.780000000000001,0.999781916219392,0.99978311222229,0.99978311222229
0.789999999999999,0.999781894250911,0.99978311222229,0.99978311222229
0.800000000000004,0.999781871965959,0.99978311222229,0.99978311222229
0.810000000000002,0.999781849360301,0.99978311222229,0.99978311222229
0.82,0.99978182642966,0.99978311222229,0.99978311222229
0.829999999999998,0.999781803169701,0.99978311222229,0.99978311222229
0.840000000000003,0.999781779576035,0.99978311222229,0.99978311222229
0.850000000000001,0.999781755644226,0.99978311222229,0.99978311222229
0.859999999999999,0.999781731369776,0.99978311222229,0.99978311222229
0.869999999999997,0.999781706748136,0.99978311222229,0.99978311222229
0.880000000000003,0.999781681774705,0.99978311222229,0.99978311222229
0.890000000000001,0.999781656444818,0.99978311222229,0.99978311222229
0.899999999999999,0.999781630753763,0.99978311222229,0.99978311222229
0.910000000000004,0.999781604696764,0.99978311222229,0.99978311222229
0.920000000000002,0.999781578268988,0.99978311222229,0.99978311222229
0.93,0.999781551465549,0.99978311222229,0.99978311222229
0.939999999999998,0.999781524281495,0.99978311222229,0.99978311222229
0.950000000000003,0.999781496711817,0.99978311222229,0.99978311222229
0.960000000000001,0.999781468751451,0.99978311222229,0.99978311222229
0.969999999999999,0.999781440395259,0.99978311222229,0.99978311222229
0.980000000000004,0.999781411638059,0.99978311222229,0.99978311222229
0.990000000000002,0.999781382474591,0.99978311222229,0.99978311222229
1,0.999781352899541,0.99978311222229,0.99978311222229
1.01,0.999781322907531,0.99978311222229,0.99978311222229
1.02,0.99978129249311,0.99978311222229,0.99978311222229
1.03,0.999781261650778,0.99978311222229,0.99978311222229
1.04,0.999781230374953,0.99978311222229,0.99978311222229
1.05,0.999781198659997,0.99978311222229,0.99978311222229
1.06,0.999781166500203,0.99978311222229,0.99978311222229
1.07,0.99978113388979,0.99978311222229,0.99978311222229
1.08,0.99978110082292,0.99978311222229,0.99978311222229
1.09,0.999781067293674,0.99978311222229,0.99978311222229
1.1,0.999781033296072,0.99978311222229,0.99978311222229
1.11,0.999780998824058,0.99978311222229,0.99978311222229
1.12,0.999780963871504,0.99978311222229,0.99978311222229
1.13,0.99978092843222,0.99978311222229,0.99978311222229
1.14,0.999780892499924,0.99978311222229,0.99978311222229
1.15,0.999780856068282,0.99978311222229,0.99978311222229
1.16,0.999780819130868,0.99978311222229,0.99978311222229
1.17,0.99978078168119,0.99978311222229,0.99978311222229
1.18,0.99978074371268,0.99978311222229,0.99978311222229
1.19,0.999780705218684,0.99978311222229,0.99978311222229
1.2,0.999780666192488,0.99978311222229,0.99978311222229
1.21,0.999780626627277,0.99978311222229,0.99978311222229
1.22,0.999780586516178,0.99978311222229,0.99978311222229
1.23,0.999780545852223,0.99978311222229,0.99978311222229
1.24,0.999780504628369,0.99978311222229,0.99978311222229
1.25,0.999780462837495,0.99978311222229,0.99978311222229
1.26,0.999780420472384,0.99978311222229,0.99978311222229
1.27,0.999780377525757,0.99978311222229,0.99978311222229
1.28,0.999780333990225,0.99978311222229,0.99978311222229
1.29,0.999780289858339,0.99978311222229,0.99978311222229
1.3,0.999780245122544,0.99978311222229,0.99978311222229
1.31,0.999780199775209,0.99978311222229,0.99978311222229
1.32,0.999780153808614,0.99978311222229,0.99978311222229
1.33,0.999780107214941,0.99978311222229,0.99978311222229
1.34,0.999780059986303,0.99978311222229,0.99978311222229
1.35,0.999780012114694,0.99978311222229,0.99978311222229
1.36,0.999779963592047,0.99978311222229,0.99978311222229
1.37,0.999779914410172,0.99978311222229,0.99978311222229
1.38,0.999779864560814,0.99978311222229,0.99978311222229
1.39,0.999779814035603,0.99978311222229,0.99978311222229
1.4,0.999779762826083,0.99978311222229,0.99978311222229
1.41,0.999779710923704,0.99978311222229,0.99978311222229
1.42,0.999779658319806,0.99978311222229,0.99978311222229
1.43,0.999779605005653,0.99978311222229,0.99978311222229
1.44,0.99977955097238,0.99978311222229,0.99978311222229
1.45,0.999779496211057,0.99978311222229,0.99978311222229
1.46,0.999779440712615,0.99978311222229,0.99978311222229
1.47,0.999779384467919,0.99978311222229,0.99978311222229
1.48,0.999779327467702,0.99978311222229,0.99978311222229
1.49,0.999779269702611,0.99978311222229,0.99978311222229
1.5,0.999779211163179,0.99978311222229,0.99978311222229
1.51,0.999779151839832,0.99978311222229,0.99978311222229
1.52,0.9997790917229,0.99978311222229,0.99978311222229
1.53,0.999779030802581,0.99978311222229,0.99978311222229
1.54,0.999778969068999,0.99978311222229,0.99978311222229
1.55,0.999778906512124,0.99978311222229,0.99978311222229
1.56,0.99977884312186,0.99978311222229,0.99978311222229
1.57,0.999778778887952,0.99978311222229,0.99978311222229
1.58,0.999778713800076,0.99978311222229,0.99978311222229
1.59,0.999778647847754,0.99978311222229,0.99978311222229
1.6,0.999778581020421,0.99978311222229,0.99978311222229
1.61,0.999778513307374,0.99978311222229,0.99978311222229
1.62,0.999778444697805,0.99978311222229,0.99978311222229
1.63,0.999778375180782,0.99978311222229,0.99978311222229
1.64,0.999778304745244,0.99978311222229,0.99978311222229
1.65,0.999778233380029,0.99978311222229,0.99978311222229
1.66,0.99977816107382,0.99978311222229,0.99978311222229
1.67,0.999778087815216,0.99978311222229,0.99978311222229
1.68,0.999778013592644,0.99978311222229,0.99978311222229
1.69,0.999777938394454,0.99978311222229,0.99978311222229
1.7,0.999777862208816,0.99978311222229,0.99978311222229
1.71,0.999777785023825,0.99978311222229,0.99978311222229
1.72,0.999777706827387,0.99978311222229,0.99978311222229
1.73,0.999777627607337,0.99978311222229,0.99978311222229
1.74,0.999777547351321,0.99978311222229,0.99978311222229
1.75,0.999777466046896,0.99978311222229,0.99978311222229
1.76,0.999777383681448,0.99978311222229,0.99978311222229
1.77,0.999777300242252,0.99978311222229,0.99978311222229
1.78,0.999777215716428,0.99978311222229,0.99978311222229
1.79,0.999777130090966,0.99978311222229,0.99978311222229
1.8,0.999777043352712,0.99978311222229,0.99978311222229
1.81,0.999776955488365,0.99978311222229,0.99978311222229
1.82,0.999776866484493,0.99978311222229,0.99978311222229
1.83,0.999776776327498,0.99978311222229,0.99978311222229
1.84,0.999776685003665,0.99978311222229,0.99978311222229
1.85,0.999776592499094,0.99978311222229,0.99978311222229
1.86,0.999776498799781,0.99978311222229,0.99978311222229
1.87,0.99977640389152,0.99978311222229,0.99978311222229
1.88,0.999776307760008,0.99978311222229,0.99978311222229
1.89,0.99977621039073,0.99978311222229,0.99978311222229
1.9,0.999776111769079,0.99978311222229,0.99978311222229
1.91,0.999776011880225,0.99978311222229,0.99978311222229
1.92,0.99977591070925,0.99978311222229,0.99978311222229
1.93,0.999775808241004,0.99978311222229,0.99978311222229
1.94,0.999775704460252,0.99978311222229,0.99978311222229
1.95,0.999775599351517,0.99978311222229,0.99978311222229
1.96,0.999775492899242,0.99978311222229,0.99978311222229
1.97,0.999775385087619,0.99978311222229,0.99978311222229
1.98,0.999775275900758,0.99978311222229,0.99978311222229
1.99,0.999775165322517,0.99978311222229,0.99978311222229
2,0.999775053336669,0.99978311222229,0.99978311222229
2.01,0.999774939926727,0.99978311222229,0.99978311222229
2.02,0.99977482507612,0.99978311222229,0.99978311222229
2.03,0.999774708768017,0.99978311222229,0.99978311222229
2.04,0.999774590985493,0.99978311222229,0.99978311222229
2.05,0.999774471711362,0.99978311222229,0.99978311222229
2.06,0.999774350928342,0.99978311222229,0.99978311222229
2.07,0.999774228618888,0.99978311222229,0.99978311222229
2.08,0.999774104765353,0.99978311222229,0.99978311222229
2.09,0.999773979349823,0.99978311222229,0.99978311222229
2.1,0.999773852354283,0.99978311222229,0.99978311222229
2.11,0.999773723760441,0.99978311222229,0.99978311222229
2.12,0.999773593549908,0.99978311222229,0.99978311222229
2.13,0.99977346170401,0.99978311222229,0.99978311222229
2.14,0.999773328203972,0.99978311222229,0.99978311222229
2.15,0.999773193030733,0.99978311222229,0.99978311222229
2.16,0.999773056165129,0.99978311222229,0.99978311222229
2.17,0.999772917587699,0.99978311222229,0.99978311222229
2.18,0.999772777278885,0.99978311222229,0.99978311222229
2.19,0.999772635218822,0.99978311222229,0.99978311222229
2.2,0.999772491387546,0.99978311222229,0.99978311222229
2.21,0.999772345764781,0.99978311222229,0.99978311222229
2.22,0.999772198330154,0.99978311222229,0.99978311222229
2.23,0.999772049062969,0.99978311222229,0.99978311222229
2.24,0.999771897942434,0.99978311222229,0.99978311222229
2.25,0.999771744947428,0.99978311222229,0.99978311222229
2.26,0.999771590056732,0.99978311222229,0.99978311222229
2.27,0.99977143324879,0.99978311222229,0.99978311222229
2.28,0.999771274501952,0.99978311222229,0.99978311222229
2.29,0.999771113794219,0.99978311222229,0.99978311222229
2.3,0.9997709511035,0.99978311222229,0.99978311222229
2.31,0.999770786407346,0.99978311222229,0.99978311222229
2.32,0.999770619683217,0.99978311222229,0.99978311222229
2.33,0.999770450908207,0.99978311222229,0.99978311222229
2.34,0.999770280059318,0.99978311222229,0.99978311222229
2.35,0.99977010711318,0.99978311222229,0.99978311222229
2.36,0.999769932046328,0.99978311222229,0.99978311222229
2.37,0.999769754834922,0.99978311222229,0.99978311222229
2.38,0.999769575455017,0.99978311222229,0.99978311222229
2.39,0.9997693938823,0.99978311222229,0.99978311222229
2.4,0.999769210092334,0.99978311222229,0.99978311222229
2.41,0.999769024060326,0.99978311222229,0.99978311222229
2.42,0.999768835761338,0.99978311222229,0.99978311222229
2.43,0.999768645170093,0.99978311222229,0.99978311222229
2.44,0.999768452261136,0.99978311222229,0.99978311222229
2.45,0.9997682570087,0.99978311222229,0.99978311222229
2.46,0.999768059386805,0.99978311222229,0.99978311222229
2.47,0.999767859369189,0.99978311222229,0.99978311222229
2.48,0.999767656929333,0.99978311222229,0.99978311222229
2.49,0.999767452040473,0.99978311222229,0.99978311222229
2.5,0.999767244675539,0.99978311222229,0.99978311222229
2.51,0.999767034807262,0.99978311222229,0.99978311222229
2.52,0.999766822408009,0.99978311222229,0.99978311222229
2.53,0.999766607449994,0.99978311222229,0.99978311222229
2.54,0.999766389905018,0.99978311222229,0.99978311222229
2.55,0.999766169744762,0.99978311222229,0.99978311222229
2.56,0.999765946940457,0.99978311222229,0.99978311222229
2.57,0.999765721463237,0.99978311222229,0.99978311222229
2.58,0.99976549328376,0.99978311222229,0.99978311222229
2.59,0.999765262372594,0.99978311222229,0.99978311222229
2.6,0.999765028699827,0.99978311222229,0.99978311222229
2.61,0.999764792235438,0.99978311222229,0.99978311222229
2.62,0.999764552948946,0.99978311222229,0.99978311222229
2.63,0.999764310809723,0.99978311222229,0.99978311222229
2.64,0.999764065786718,0.99978311222229,0.99978311222229
2.65,0.999763817848676,0.99978311222229,0.99978311222229
2.66,0.999763566963977,0.99978311222229,0.99978311222229
2.67,0.999763313100719,0.99978311222229,0.99978311222229
2.68,0.99976305622671,0.99978311222229,0.99978311222229
2.69,0.999762796309384,0.99978311222229,0.99978311222229
2.7,0.999762533315973,0.99978311222229,0.99978311222229
2.71,0.99976226721324,0.99978311222229,0.99978311222229
2.72,0.999761997967817,0.99978311222229,0.99978311222229
2.73,0.9997617255458,0.99978311222229,0.99978311222229
2.74,0.999761449913196,0.99978311222229,0.99978311222229
2.75,0.999761171035442,0.99978311222229,0.99978311222229
2.76,0.999760888877886,0.99978311222229,0.99978311222229
2.77,0.999760603405322,0.99978311222229,0.99978311222229
2.78,0.999760314582403,0.99978311222229,0.99978311222229
2.79,0.99976002237329,0.99978311222229,0.99978311222229
2.8,0.999759726741913,0.99978311222229,0.99978311222229
2.81,0.999759427651802,0.99978311222229,0.99978311222229
2.82,0.999759125066142,0.99978311222229,0.99978311222229
2.83,0.999758818947835,0.99978311222229,0.99978311222229
2.84,0.999758509259299,0.99978311222229,0.99978311222229
2.85,0.999758195962793,0.99978311222229,0.99978311222229
2.86,0.999757879019977,0.99978311222229,0.99978311222229
2.87,0.999757558392421,0.99978311222229,0.99978311222229
2.88,0.999757234041053,0.99978311222229,0.99978311222229
2.89,0.999756905926709,0.99978311222229,0.99978311222229
2.9,0.999756574009607,0.99978311222229,0.99978311222229
2.91,0.999756238249803,0.99978311222229,0.99978311222229
2.92,0.999755898606826,0.99978311222229,0.99978311222229
2.93,0.999755555039911,0.99978311222229,0.99978311222229
