"time","sizeS","sizeM","sizeL"
-20.77,0.454915745577576,0.454915745577576,0.454915745577576
-20.76,0.455718553531751,0.455718553531751,0.455718553531751
-20.75,0.456521405667056,0.456521405667056,0.456521405667056
-20.74,0.457324298721873,0.457324298721873,0.457324298721873
-20.73,0.458127229434582,0.458127229434582,0.458127229434582
-20.72,0.458930194543564,0.458930194543564,0.458930194543564
-20.71,0.459733190787199,0.459733190787199,0.459733190787199
-20.7,0.460536214903868,0.460536214903868,0.460536214903868
-20.69,0.461339263631951,0.461339263631951,0.461339263631951
-20.68,0.462142333675451,0.462142333675451,0.462142333675451
-20.67,0.46294542158587,0.46294542158587,0.46294542158587
-20.66,0.463748524089341,0.463748524089341,0.463748524089341
-20.65,0.464551637943146,0.464551637943146,0.464551637943146
-20.64,0.465354759904564,0.465354759904564,0.465354759904564
-20.63,0.466157886730877,0.466157886730877,0.466157886730877
-20.62,0.466961015179367,0.466961015179367,0.466961015179367
-20.61,0.467764142007313,0.467764142007313,0.467764142007313
-20.6,0.468567263971997,0.468567263971997,0.468567263971997
-20.59,0.469370377830699,0.469370377830699,0.469370377830699
-20.58,0.470173480340701,0.470173480340701,0.470173480340701
-20.57,0.470976568259283,0.470976568259283,0.470976568259283
-20.56,0.471779638343726,0.471779638343726,0.471779638343726
-20.55,0.472582687332502,0.472582687332502,0.472582687332502
-20.54,0.47338571179651,0.47338571179651,0.47338571179651
-20.53,0.474188708465716,0.474188708465716,0.474188708465716
-20.52,0.474991674123115,0.474991674123115,0.474991674123115
-20.51,0.475794605551702,0.475794605551702,0.475794605551702
-20.5,0.47659749953447,0.47659749953447,0.47659749953447
-20.49,0.477400352854415,0.477400352854415,0.477400352854415
-20.48,0.47820316229453,0.47820316229453,0.47820316229453
-20.47,0.479005924637811,0.479005924637811,0.479005924637811
-20.46,0.47980863666725,0.47980863666725,0.47980863666725
-20.45,0.480611295165844,0.480611295165844,0.480611295165844
-20.44,0.481413896916586,0.481413896916586,0.481413896916586
-20.43,0.48221643870247,0.48221643870247,0.48221643870247
-20.42,0.483018917304817,0.483018917304817,0.483018917304817
-20.41,0.483821329350345,0.483821329350345,0.483821329350345
-20.4,0.484623671542734,0.484623671542734,0.484623671542734
-20.39,0.485425940697549,0.485425940697549,0.485425940697549
-20.38,0.48622813363036,0.48622813363036,0.48622813363036
-20.37,0.487030247156733,0.487030247156733,0.487030247156733
-20.36,0.487832278092236,0.487832278092236,0.487832278092236
-20.35,0.488634223252436,0.488634223252436,0.488634223252436
-20.34,0.4894360794529,0.4894360794529,0.4894360794529
-20.33,0.490237843509197,0.490237843509197,0.490237843509197
-20.32,0.491039512236893,0.491039512236893,0.491039512236893
-20.31,0.491841082451556,0.491841082451556,0.491841082451556
-20.3,0.492642550968753,0.492642550968753,0.492642550968753
-20.29,0.493443914604053,0.493443914604053,0.493443914604053
-20.28,0.494245170105574,0.494245170105574,0.494245170105574
-20.27,0.495046314117588,0.495046314117588,0.495046314117588
-20.26,0.495847343483046,0.495847343483046,0.495847343483046
-20.25,0.496648255056985,0.496648255056985,0.496648255056985
-20.24,0.497449045694445,0.497449045694445,0.497449045694445
-20.23,0.498249712250461,0.498249712250461,0.498249712250461
-20.22,0.499050251580071,0.499050251580071,0.499050251580071
-20.21,0.499850660538314,0.499850660538314,0.499850660538314
-20.2,0.500650935980226,0.500650935980226,0.500650935980226
-20.19,0.501451074760844,0.501451074760844,0.501451074760844
-20.18,0.502251073735207,0.502251073735207,0.502251073735207
-20.17,0.503050929758352,0.503050929758352,0.503050929758352
-20.16,0.503850639685316,0.503850639685316,0.503850639685316
-20.15,0.504650200367684,0.504650200367684,0.504650200367684
-20.14,0.50544960849296,0.50544960849296,0.50544960849296
-20.13,0.506248860857011,0.506248860857011,0.506248860857011
