99,0.000931814,1,369.474,0,0,0,35.132,-19.5139,0.00469318,25.9317,-17.4136,0.128108,0,0,0,0,50,0,1,12.3247,41.9072,-13.8405,0.120641,-5.17808,41.6937,-6.05265,0.694729,0,0,0
99,0.0584407,0,359.89,0,0,0,38.7115,-19.8572,0.00472681,32.8191,-19.0857,0.10419,0,0,0,0,50,0,1,14.019,39.2597,-13.6969,0.11431,2.7332,38.1943,-3.66941,0.632352,0,0,0
99,0.00949002,1,383.904,0,0,0,37.1368,-18.8643,0.00557455,30.2539,-18.765,0.122219,0,0,0,0,50,0,1,12.6405,43.9205,-13.9438,0.114534,-3.19087,40.7399,-5.45425,0.617918,0,0,0
99,0.641721,2,365.188,0,0,0,38.1861,-18.3172,0.00435879,33.0734,-19.791,0.108459,0,0,0,0,50,0,1,12.2138,46.848,-14.0265,0.115924,-0.50179,40.2585,-5.48022,0.481853,0,0,0
99,0.0132538,0,393.126,0,0,0,38.5497,-18.7283,0.00416122,29.502,-17.3615,0.13676,0,0,0,0,50,0,1,14.0052,42.8418,-13.6883,0.120544,-2.96852,39.7413,-5.00296,0.633818,0,0,0
99,0.0945456,10,351.761,0,0,0,37.4913,-19.7094,0.00525389,27.6122,-16.4756,0.0390869,0,0,0,0,50,0,1,13.8043,43.8449,-13.7919,0.118,1.90295,39.1868,-5.66578,0.525672,0,0,0
99,0.00916526,4,355.254,0,0,0,35.5438,-17.9956,0.00500714,28.6568,-18.8473,0.0950337,0,0,0,0,50,0,1,10.1312,48.9018,-14.2361,0.118288,2.94612,39.8879,-7.17247,0.313052,0,0,0
99,0.00919722,10,343.793,0,0,0,33.7252,-19.6259,0.0051536,24.2823,-17.1921,0.0955524,0,0,0,0,50,0,1,11.163,42.5885,-13.9924,0.11836,-0.77312,40.7882,-6.74943,0.567908,0,0,0
99,0.148153,25,370.612,0,0,0,39.6418,-19.2861,0.00544098,33.605,-18.9471,0.0899685,0,0,0,0,50,0,1,14.271,43.5858,-13.744,0.117821,-0.410239,39.6054,-4.28719,0.596841,0,0,0
99,0.0151018,16,372.933,0,0,0,33.427,-19.7204,0.00475501,26.7663,-19.0571,0.138691,0,0,0,0,50,0,1,10.3018,39.9453,-13.9874,0.118516,1.09104,40.2033,-5.90437,0.580104,0,0,0
