16.8486,-13.4894,0.0455516,21.5527,-18.1353,0.0025898,19.0133,-15.8954,0.0041363,21.5339,-16.8234,0.000845316,16.6468,27.1652,-8.48526,0.252958,12.5499,46.4001,-13.5591,0.164535,16.2957,41.6017,-11.3379,0.435346,13.7768,0.764904,9.18243
16.5397,-12.2026,0.0457484,17.6714,-16.6583,5.91138e-06,18.8677,-17.0519,0.000201087,8.65224,-18.0994,0.00232086,18.319,43.9903,-0.479564,0.182768,12.7087,47.2558,-13.5986,0.184388,16.9744,45.2626,-10.9704,0.511679,13.7308,0.352023,8.7774
16.3084,-13.662,0.0613914,34.5257,-19.7181,0.00227265,11.3351,-19.825,0.00568458,27.9002,-18.4343,0.000571116,19.256,29.2166,-5.5103,0.383881,13.0358,45.3962,-13.4347,0.185507,17.672,41.298,-10.4047,0.369891,13.6204,0.668875,8.2936
20.4976,-12.1484,0.0245725,15.7811,-17.5722,0.00171111,11.2843,-16.2773,0.0080016,33.1008,-18.9431,0.000243131,17.4881,26.6838,-5.02102,0.226006,11.8877,47.237,-13.5731,0.183698,17.4697,41.335,-11.0462,0.825148,13.7082,0.798443,8.73269
15.3164,-12.823,0.0503821,26.8084,-17.7283,0.0013653,21.6452,-18.3412,0.00622009,25.702,-18.2223,0.00249574,19.0913,34.0722,-4.70636,0.209165,12.6511,42.3527,-13.4977,0.170352,18.1589,47.75,-10.6085,0.1986,13.5527,0.623818,7.50716
14.7426,-14.1371,0.0706252,23.7682,-18.3605,0.00199255,17.226,-16.1858,0.000388759,25.4286,-15.0879,0.00336385,19.5358,28.3553,-5.6311,0.722299,13.8408,42.3548,-13.2822,0.180536,16.3116,39.7499,-10.9008,0.264084,13.4471,0.582925,7.82196
11.7334,-13.9485,0.0271435,24.9292,-17.0084,0.00246584,20.9098,-16.3775,0.00173526,19.9524,-18.0991,0.00129182,18.8571,29.6786,-2.91154,0.296792,15.7648,45.2724,-13.161,0.17887,18.371,44.2543,-10.776,0.869935,13.7548,0.346781,9.96457
18.835,-13.0859,0.04969,15.1978,-16.291,0.000268774,25.239,-17.3081,0.00664195,29.0603,-19.7798,0.00297019,16.9235,26.3904,-6.61405,0.626705,12.9613,44.206,-13.3557,0.18081,15.3616,42.9883,-11.4641,0.120278,13.3987,0.919119,9.19358
16.2683,-13.1396,0.0793189,23.0427,-14.3689,8.15224e-05,1.21472,-19.6655,0.00133442,39.0341,-18.6234,0.00470674,19.1122,29.9698,-0.0341462,0.90805,14.3127,42.2932,-13.2578,0.178909,15.7444,42.819,-11.5408,0.352308,13.622,0.470686,6.44895
14.6085,-13.3306,0.0309405,33.3178,-18.6561,0.0009854,14.72,-16.8671,0.000297298,31.5156,-17.337,0.0088113,18.0584,27.2289,-0.782553,0.296539,12.7142,48.2241,-13.6942,0.165682,16.1717,40.2034,-10.8202,0.229086,13.5102,0.605498,8.2403
1.22317,-15.7368,0.0243153,20.3784,-15.3478,0.000746443,16.8592,-19.5608,0.00208142,37.2683,-18.4869,0.000937772,18.569,28.9082,-7.46744,0.629723,15.0287,46.779,-13.3656,0.168419,18.4981,40.9751,-10.6826,0.672917,13.34,0.661277,3.63888
5.74405,-15.1396,0.0514219,22.3026,-17.141,0.00110817,11.3517,-15.6464,0.00372414,29.2908,-16.4419,0.000991191,17.8172,30.1891,-7.19818,0.806898,11.9426,47.4863,-13.6748,0.177256,15.3149,41.1867,-11.1469,0.446197,13.4534,0.679316,6.67157
18.679,-11.5306,0.0387969,19.6618,-16.9499,0.000393664,18.5531,-15.9392,0.00109554,22.4386,-17.0937,0.00159037,17.4438,45.8229,-6.71943,0.535167,11.6361,48.6898,-13.7695,0.172891,16.7058,34.0758,-10.6963,0.674436,13.8313,0.640428,7.9986
19.2646,-12.6622,0.0175474,37.872,-19.549,0.00155564,11.4683,-17.668,0.004782,6.55744,-18.575,0.00722015,16.7608,27.8967,-0.401592,0.125299,11.765,49.9906,-13.8106,0.170147,14.8173,37.4868,-11.3272,0.204337,13.5008,0.747225,6.97951
21.6606,-12.3928,0.0274336,13.1484,-19.2249,0.0024121,1.20869,-17.4413,0.00562789,29.4795,-19.7783,0.000489959,16.4192,26.026,-8.9616,0.634114,14.2986,47.2912,-13.3607,0.181578,16.0032,48.5704,-11.3911,0.491032,13.6281,0.493757,7.54289
14.1827,-12.9472,0.0515697,23.148,-19.837,0.00108209,23.183,-15.9737,0.00305668,19.0202,-19.0272,0.00315747,16.703,34.7839,-3.84833,0.174172,13.3172,48.5883,-13.6394,0.188983,15.2656,48.1154,-11.6555,0.429568,13.5602,0.725263,6.03753
20.0696,-11.3709,0.0112607,25.9419,-19.891,0.000970678,31.8228,-18.4398,0.000360972,12.2681,-18.2478,0.000322788,16.6285,36.5672,-5.87489,0.292662,14.3301,49.9912,-13.5123,0.180629,17.6832,47.4698,-10.8647,0.25606,13.6829,0.355549,5.04247
13.3106,-13.4688,0.0411943,31.5504,-17.8402,0.00149448,18.4318,-17.4415,0.00221828,27.5326,-16.6272,0.00155913,16.1909,26.951,-0.666786,0.71804,12.2344,48.3961,-13.5982,0.181339,15.8192,32.3733,-10.7025,0.367936,13.5598,0.657045,7.98392
18.1355,-12.5494,0.0272815,24.054,-18.0565,0.000642211,9.86984,-16.4785,0.00497764,32.6031,-19.8599,0.00150232,17.9433,26.5407,-4.84711,0.425034,11.9655,46.1232,-13.5787,0.176662,17.3273,43.4133,-10.8656,0.450631,13.4493,0.846104,8.69754
13.8567,-14.2366,0.0738385,24.8681,-15.273,0.00016562,18.4701,-16.9736,0.0116162,31.2485,-17.9898,0.00011292,17.8756,26.387,-1.45149,0.570054,10.7462,48.077,-13.7258,0.184257,16.9267,36.4435,-10.6998,0.712025,13.6672,0.703068,9.89067
15.9528,-13.182,0.044118,13.2939,-16.4092,0.00161289,14.4116,-19.3244,0.0021384,25.4297,-18.5292,0.000375293,17.7421,25.5108,-1.14684,0.876068,15.3274,45.8291,-13.3622,0.166626,16.4802,47.2521,-11.3736,0.653257,13.4774,0.482757,7.42089
19.172,-12.6761,0.0378554,25.4032,-18.9094,0.000882371,12.29,-16.7183,0.000577761,23.6267,-18.4538,0.0100404,18.7188,29.6522,-4.31136,0.15327,12.2693,46.2336,-13.609,0.174711,16.195,44.0891,-10.7287,0.516313,13.4642,0.782369,8.18449
19.0605,-11.779,0.00998502,21.914,-17.3669,0.00127511,28.6424,-19.9669,0.00494501,19.6895,-15.8577,0.00243892,16.2513,39.3176,-5.32408,0.424677,12.5089,43.6357,-13.4656,0.183523,14.2955,45.3543,-11.6022,0.433714,13.5519,0.727686,9.5068
