lon,lat,mn,mnstd
25.125,4.125,-2.6068961554151002,20.677797643384366
25.125,4.625,-2.442217028020764,21.406217840372577
25.125,5.125,-4.554677216339627,27.312965689503187
25.125,5.625,-5.041750237730582,29.868888927012645
25.125,6.125,-5.784502047719698,31.226521564870147
25.125,6.625,-5.77123429484206,33.906268416272844
25.125,7.125,-4.9797437739485915,36.48730278121616
25.125,7.625,-4.462306175737943,38.52921107906802
25.125,8.125,-4.9011339205085065,37.90619146732074
25.125,8.625,-6.998874154754795,44.68476734523936
25.125,9.125,-7.620499547829759,44.22207314714334
25.125,9.625,-10.803886883606722,49.56152982347395
25.125,10.125,-12.566053003474202,51.17406859520304
25.125,10.625,-13.239221419062716,51.913136268859475
25.125,11.125,-13.744174468032973,52.40817647005102
25.125,11.625,-12.663488008848518,50.28688350531807
25.125,12.125,-10.927565084692318,50.14560709139373
25.125,12.625,-8.71823134183515,49.14581070019011
25.125,13.125,-7.392750231587115,50.195100528784025
25.125,13.625,-7.296938327310343,51.894387247131824
25.125,14.125,-3.149232308883228,52.529195036994594
25.125,14.625,-1.677555389516563,53.35547979964096
25.125,15.125,-4.013939662703443,53.49829310047443
25.125,15.625,-5.134234960313798,54.09657998468617
25.125,16.125,-7.169018780992097,52.61291424704746
25.125,16.625,-6.346570767429924,52.317643818955844
25.125,17.125,-5.356949729534506,51.09838958558654
25.125,17.625,-4.054214009168348,51.986037127289904
25.125,18.125,-3.241994151251987,51.32652263350263
25.125,18.625,-1.6263988916084244,50.49676443510704
25.125,19.125,-1.3120134951541758,49.04179563216624
25.125,19.625,-0.48415645590292655,50.76898844142566
25.125,20.125,-0.8605943466528245,50.604167294866116
25.125,20.625,-0.5198020130230319,51.28868733760436
25.125,21.125,-1.614477531364635,48.89655784428198
25.125,21.625,-3.413035045040317,47.69899011296701
25.125,22.125,-3.628809214270852,46.70951363497056
25.125,22.625,-5.300872975533089,44.66468550490332
25.125,23.125,-4.72884204463006,46.22958260474621
25.125,23.625,-6.558860829308291,43.93241942347907
25.125,24.125,-6.083511861783357,42.554424357922244
25.125,24.625,-5.469870846076056,43.44977418936014
25.125,25.125,-4.855178365563347,44.396969225998646
25.125,25.625,-6.21391559722186,43.83507925597763
25.125,26.125,-4.618143242175606,44.11329102124594
25.125,26.625,-2.0188432760626682,46.19127080803951
25.125,27.125,0.30959592264767366,44.86541446276607
25.125,27.625,0.4408408486226776,44.56054244662077
25.125,28.125,0.3662185445435924,43.702107544072184
25.125,28.625,1.397202758346097,43.232362311341134
25.125,29.125,3.270829211554883,40.54383699372886
25.125,29.625,5.726944196063627,38.31382221107808
25.125,30.125,7.1683781238966375,33.66590168789517
25.125,30.625,8.465989759090867,31.908431905224077
25.125,31.125,10.183855850280864,27.27491341473183
25.125,31.625,10.323615931845993,26.40816458026228
25.125,35.125,6.38396478390219,16.358903238468063
-109.875,23.125,7.11247991384073,34.71258306605088
-109.875,23.625,5.291532498089481,26.563526331075042
-109.875,27.125,0.2192408067585987,50.109898916043136
-109.875,27.625,-1.0735997704295173,49.74163664597232
-109.875,28.125,-0.4127926199576777,47.8921267995676
-109.875,28.625,-2.878682457947061,40.83460356946529
-109.875,29.125,-3.0484434539533005,38.81675232181803
-109.875,29.625,-2.5631661381647852,35.40240166623728
-109.875,30.125,-2.8696770637340165,37.70223412428835
-109.875,30.625,-2.351772219241532,27.26572433380306
-109.875,31.125,0.5464003343677781,18.581722893281093
-109.875,31.625,-1.5259631654673846,21.81837287406224
-109.875,32.125,-2.9744592517464845,24.629814728330345
-109.875,32.625,3.4024079911973715,14.886960110119857
-109.875,33.125,-1.3487786037253606,20.438281195121206
-109.875,33.625,2.5123374682606148,15.750575916419537
-109.875,34.125,4.795164837273626,12.851657813044739
-109.875,34.625,-0.7408977640632237,17.53200259322256
-109.875,35.125,0.9505791642015673,16.481913552873852
-109.875,35.625,3.92931084643641,14.086309013951105
-109.875,36.125,4.945527214593584,12.949660922276802
-109.875,36.625,2.0400458964740515,13.451887571204576
-109.875,37.125,-1.728423285250141,16.824384002408106
-109.875,37.625,7.942654782072381,5.3791978452197675
-109.375,27.125,0.05263021601540174,52.890781700272115
-109.375,27.625,-0.15996695705177189,46.58023837751037
-109.375,28.125,-0.13904854851879378,39.940080574918966
-109.375,28.625,1.160299582271275,24.021748232724807
-109.375,29.125,-2.9125189304288845,37.87255579842849
-109.375,29.625,-3.0672686145552177,36.93009117379821
-109.375,30.125,-3.568983449127696,37.42445466897689
-109.375,30.625,-5.490674053512844,35.61324389204533
-109.375,31.125,-4.048501360665188,29.23554011346085
-109.375,31.625,-0.08621074195361444,20.171334452247073
-109.375,32.125,-0.7312593290354741,20.469597549552102
-109.375,32.625,-2.493081159183319,26.050390644719837
-109.375,33.125,2.2143532968107777,15.971040489899279
-109.375,33.625,5.92069801495436,10.13558225581992
-109.375,34.125,5.1229015857529685,10.908309879604634
-109.375,34.625,-0.8259420359086356,17.79784446449309
-109.375,35.125,2.086896300456143,14.88224093356341
-109.375,35.625,4.768919715659042,12.859653283889358
-109.375,36.125,5.0333611161508856,12.362470234138582
-109.375,36.625,3.7715667394891508,12.671537592561318
-109.375,37.125,-2.604514906370696,16.295846283210665
-109.375,37.625,0.8380918196740836,9.865309698284966
-108.875,25.625,-1.2644338680530112,50.54840732736053
-108.875,26.125,-1.0789346528002497,52.525509710745965
-108.875,26.625,-0.7033375998080587,54.183984979993866
-108.875,27.125,-0.20246631487407996,52.60021024615385
-108.875,27.625,-2.5198519928645737,46.692853185561106
-108.875,28.125,5.3923758089634575,16.43973538297867
-108.875,28.625,4.683038005254986,16.002460765547855
-108.875,29.125,0.4530113444162005,26.86652435130069
-108.875,29.625,-1.3499515878480643,30.67733205827215
-108.875,30.125,0.13759082952138968,26.39140610592436
-108.875,30.625,-2.6747355956429857,29.4905224084451
-108.875,31.125,1.792033668648049,19.028819838517574
-108.875,31.625,0.10777998185630366,21.081368000449935
-108.875,32.125,-1.8299763144851688,25.509210769782868
-108.875,32.625,-2.3905892569217677,24.01468231341889
-108.875,33.125,4.024923640919036,15.419432798905598
-108.875,33.625,4.927498201373238,13.201356283816082
-108.875,34.125,5.228727355546997,10.035160566177922
-108.875,34.625,4.331761431722176,14.436104994442463
-108.875,35.125,3.5872105595096517,13.748008591970212
-108.875,35.625,3.7418057579719495,13.407066394792375
-108.875,36.125,5.995061714878551,10.194127571369023
-108.875,36.625,-0.06958251148917682,13.896435482751954
-108.875,37.125,-1.937411162369088,16.725890686735
-108.875,37.625,5.078149233905524,8.267278552287491
-108.375,25.625,-2.158452078734129,54.20343563244661
-108.375,26.125,-1.1182869400242907,52.02491924362327
-108.375,26.625,-1.7639434157321858,53.86532118701445
-108.375,27.125,-1.4443827955571464,43.56399103738721
-108.375,27.625,1.5985753968677017,32.333252664802025
-108.375,28.125,4.488327324443919,19.577455574897396
-108.375,28.625,5.127616888968809,15.087565340034946
-108.375,29.125,3.992883126063248,16.982001549657475
-108.375,29.625,6.243756804605901,15.058464632186876
-108.375,30.125,4.121399791266317,17.03397177079981
-108.375,30.625,0.92278688769429,23.248392844143183
-108.375,31.125,-2.667300768683951,26.85847990564183
-108.375,31.625,-1.3574809107381007,25.339476037172183
-108.375,32.125,-1.9370936208971834,25.063977571294657
-108.375,32.625,1.883008994092659,16.447791442092832
-108.375,33.125,5.132423661182052,13.257393920921468
-108.375,33.625,5.0938302478740205,11.268228166196725
-108.375,34.125,4.944755233499249,9.1704268548925
-108.375,34.625,4.627707470424293,10.725852970341187
-108.375,35.125,5.032874721778023,11.364300548973578
-108.375,35.625,3.9281911042584934,12.270734676545995
-108.375,36.125,2.3131595547141046,16.19775368405456
-108.375,36.625,-1.1053253050233387,16.224607908086195
-108.375,37.125,3.0941913446492197,12.94619916832239
-108.375,37.625,4.709434831050952,3.6165950472943633
-107.875,25.125,-5.623972806176582,50.6240552085728
-107.875,25.625,-2.7082729774649508,52.73124615856655
-107.875,26.125,2.8884549782685696,43.93528515376319
-107.875,26.625,4.66680796019714,17.54249461116119
-107.875,27.125,3.4532229415374402,23.376312184296822
-107.875,27.625,7.658690472712031,15.082521555895003
-107.875,28.125,7.7808819955126385,13.522143785779807
-107.875,28.625,5.004350783792436,16.814642385699514
-107.875,29.125,5.28235993297708,15.251639554370074
-107.875,29.625,6.189111982324155,14.669120902660914
-107.875,30.125,2.383873413531777,21.073544112793925
-107.875,30.625,-1.1043889136151002,28.429835052129206
-107.875,31.125,-2.6023414816780033,29.09910729814492
-107.875,31.625,-2.4928812824748086,28.105820641973608
-107.875,32.125,-1.7113759038157639,24.349941324093503
-107.875,32.625,0.45492372065954356,18.84412315761397
-107.875,33.125,5.431785658700839,10.851257427213403
-107.875,33.625,5.241722906579888,12.459048667307451
-107.875,34.125,4.754265368122826,11.062779916001311
-107.875,34.625,4.80367987340061,10.411540812507614
-107.875,35.125,5.284597312475277,13.251387055370987
-107.875,35.625,4.25823022153592,12.486342223620042
-107.875,36.125,1.253401748521748,15.939030781046036
-107.875,36.625,-2.3371034956912737,17.511043807327415
-107.875,37.125,3.3973057499711548,11.129565377705369
-107.875,37.625,1.287891535729912,0.8221345008546324
-107.375,24.625,-9.134549165759836,46.83484082596796
-107.375,25.125,-4.916030368475205,49.201521055919116
-107.375,25.625,8.822362211904377,27.584975102820117
-107.375,26.125,6.359898066002877,25.02225948130846
-107.375,26.625,6.846802823120857,17.950008923173897
-107.375,27.125,7.571439643555053,14.78317590937737
-107.375,27.625,7.8560348395638435,14.091732134954118
-107.375,28.125,8.362548880065809,13.87277335616822
-107.375,28.625,6.611768861727505,14.851274109775098
-107.375,29.125,4.267703847567617,18.8694877911602
-107.375,29.625,3.7881459199073397,20.27236125134315
-107.375,30.125,-1.3308293169360894,28.79518356607452
-107.375,30.625,-2.8578930938141234,30.202790166538428
-107.375,31.125,-3.236426565108193,30.622854706737648
-107.375,31.625,-3.261667773176402,29.293537833915657
-107.375,32.125,-2.335740069689958,25.279368856388697
-107.375,32.625,-0.2881781359254596,22.051569200225902
-107.375,33.125,-0.1836861051266787,20.792522629121926
-107.375,33.625,4.7668252080119835,13.152858164780826
-107.375,34.125,4.419575975792643,14.734503623020414
-107.375,34.625,4.141195279882952,15.160256333512658
-107.375,35.125,4.595838448621761,14.754706536157684
-107.375,35.625,4.775860832771494,12.869738760719372
-107.375,36.125,3.0511654948245663,12.40800213802887
-107.375,36.625,1.759256379331978,13.289707672599285
-107.375,37.125,2.0373741819871682,9.109401370979622
-107.375,37.625,0.0067605531766378,0.007229639831014411
-106.875,24.125,-5.77081197691777,31.746427121495785
-106.875,24.625,-6.467060931380061,38.2772690457446
-106.875,25.125,6.983575817417041,33.8069476655979
-106.875,25.625,9.68702460376052,16.558229858927888
-106.875,26.125,9.058446068286802,14.879947424716526
-106.875,26.625,8.75437791991914,15.954748007918013
-106.875,27.125,7.749477847457474,15.4809909783365
-106.875,27.625,7.4530513342690625,16.552172030319678
-106.875,28.125,6.799254717704802,16.674936087760383
-106.875,28.625,5.76269150308536,18.321863744063187
-106.875,29.125,2.620833545035673,23.579302987623215
-106.875,29.625,4.498836007099019,18.34976159568616
-106.875,30.125,-1.815185805499489,29.866870928999965
-106.875,30.625,-3.652269576156904,31.485566189971436
-106.875,31.125,-3.6960666903129145,31.77434092272142
-106.875,31.625,-3.586652903891274,28.89530012240562
-106.875,32.125,-1.0181970848604927,24.74499772852527
-106.875,32.625,-0.5231447674016927,21.979730932127147
-106.875,33.125,1.6021964844732146,17.312252110658935
-106.875,33.625,-0.5885963035443389,20.098203769337033
-106.875,34.125,1.3783294723683959,17.31975634930785
-106.875,34.625,2.5476204572908365,15.497323201095607
-106.875,35.125,3.64841185643642,15.375282360393072
-106.875,35.625,5.194977737803496,13.069814630849654
-106.875,36.125,2.8561600294605776,4.510364988491909
-106.875,36.625,2.246707059352561,7.4155128264546715
-106.875,37.125,0.8590290065887307,4.635226837597044
-106.875,37.625,0.002862745825360188,0.0026025592603247543
-106.375,23.625,0.4621343906043336,17.996766949883966
-106.375,24.125,3.146463588050281,24.010810347521215
-106.375,24.625,8.067569687924525,27.92600274853755
-106.375,25.125,8.62645070505238,17.09233395810879
-106.375,25.625,8.396967124663558,15.792735114183987
-106.375,26.125,7.669027032865244,12.662961745597277
-106.375,26.625,7.885622474392058,15.025633427854642
-106.375,27.125,6.215197192583066,23.2944868122214
-106.375,27.625,5.697376684588125,21.02563880485932
-106.375,28.125,3.6463258550154727,23.133330829266647
-106.375,28.625,5.662108306249966,17.66606856340782
-106.375,29.125,-4.290651189235195,34.3997172262598
-106.375,29.625,-1.3066765381636039,28.46360698376645
-106.375,30.125,-1.9020380708680698,29.88212889396065
-106.375,30.625,-3.6801578647601403,30.6014736312221
-106.375,31.125,-2.8661776935094885,28.820358237106
-106.375,31.625,-4.826590421929012,30.918555972276458
-106.375,32.125,-2.233742718926422,24.893581501070873
-106.375,32.625,-0.7491925109159894,22.91228977671131
-106.375,33.125,-2.2246543706128605,23.246735917356382
-106.375,33.625,1.2438317557904668,17.058547586496164
-106.375,34.125,2.656180544184039,15.14187739326572
-106.375,34.625,5.707774592121883,12.326319845159357
-106.375,35.125,6.202958051629829,11.835708820437846
-106.375,35.625,3.962324489622958,14.99347943343718
-106.375,36.125,3.879713042505693,7.947287389523553
-106.375,36.625,0.9028100581431004,2.159424707727127
-106.375,37.125,0.09853723932294552,0.24315162644883506
-106.375,37.625,2.949990022217316,2.3101003925353774
-105.875,23.125,0.8582317610062802,15.53094873746849
-105.875,23.625,13.518825929648493,23.053143045254824
-105.875,24.125,13.539054428084938,25.30243829713502
-105.875,24.625,9.866016022020677,18.04485646654191
-105.875,25.125,6.891905675827411,14.363529222725006
-105.875,25.625,7.3929039815157935,15.809050809298077
-105.875,26.125,7.525860798635264,16.20885608447063
-105.875,26.625,6.892677666880147,16.638079334731405
-105.875,27.125,4.571009516480178,21.9219361423619
-105.875,27.625,3.2496057063286514,25.31012923460082
-105.875,28.125,1.5971409503680327,26.627543070275397
-105.875,28.625,1.5808355643983845,25.624231995966284
-105.875,29.125,-4.094479839292717,36.020705277971004
-105.875,29.625,-3.2972042752863473,32.06055969234818
-105.875,30.125,-2.9206460944456545,31.60777028348504
-105.875,30.625,-2.865473234272475,30.101543110422966
-105.875,31.125,-2.554059423635646,28.6506020528535
-105.875,31.625,-2.142609195862711,26.473082297956914
-105.875,32.125,0.4454906974535149,20.10152040373084
-105.875,32.625,1.6921089789938577,18.84313891129173
-105.875,33.125,5.164819528427163,14.082251311550902
-105.875,33.625,2.9395702422609524,15.6305669994853
-105.875,34.125,5.175045808060878,13.238488451384175
-105.875,34.625,3.9733364637559347,13.798662073110446
-105.875,35.125,4.389797791266634,13.10640504914452
-105.875,35.625,6.000103671993484,11.312735443481454
-105.875,36.125,4.525049083128739,12.426818513091003
-105.875,36.625,2.137552974934776,9.20243811538974
-105.875,37.125,1.9659669784507896,10.413888017772496
-105.875,37.625,9.109191340320539,3.7588325426737663
-105.375,20.125,-5.8901640613295285,29.910683218877086
-105.375,22.125,-1.8247232745866455,22.53491015861517
-105.375,22.625,-2.943751135327048,23.791977707251124
-105.375,23.125,15.82995125290018,25.63002087489535
-105.375,23.625,10.197298172709882,17.152340591942853
-105.375,24.125,8.56359106459528,14.134598638679893
-105.375,24.625,7.273269801873379,15.009466531617115
-105.375,25.125,4.140724888026934,19.299019072062187
-105.375,25.625,3.2493932823930365,20.158445783789645
-105.375,26.125,4.547195324539629,20.189945062901167
-105.375,26.625,3.2799497205954324,23.14448633779388
-105.375,27.125,1.547421304175412,25.98022396735712
-105.375,27.625,0.2362268765779092,29.410094851578464
-105.375,28.125,-1.5776621316318504,30.703424383350395
-105.375,28.625,-3.2167334764112674,31.171627634963947
-105.375,29.125,-2.320445171742282,30.439070982678658
-105.375,29.625,-0.20307128785991324,27.720810708826534
-105.375,30.125,-2.5542548266336382,30.56685106584279
-105.375,30.625,-1.4789156866923427,29.79633263250003
-105.375,31.125,-2.0670784217465012,27.875703216483785
-105.375,31.625,-2.1481549475878197,26.289030693885564
-105.375,32.125,-1.9524457369257462,24.781396074839144
-105.375,32.625,4.7084068004116375,14.520852316882966
-105.375,33.125,6.215798830893167,13.14584330964463
-105.375,33.625,6.32912634136475,12.535553477943866
-105.375,34.125,3.385317293719911,14.612943782923047
-105.375,34.625,3.5888655196091968,14.272988797897952
-105.375,35.125,3.185163289831813,14.251123860503847
-105.375,35.625,5.263790548947192,11.577863224589706
-105.375,36.125,3.112652990348221,5.766880474987923
-105.375,36.625,0.6087548843197607,1.6326450893024407
-105.375,37.125,3.1019012107856865,7.957005503781994
-105.375,37.625,1.2218620769395834,0.7960871210234444
25.625,-33.375,9.004520985393754,26.19330291345479
25.625,-32.875,6.454943468175035,26.455319356039492
25.625,-32.375,6.141682180944329,23.199941491083564
25.625,-31.875,5.800856941823962,25.445069060282478
25.625,-31.375,3.2100455786145154,27.089930194509645
25.625,-30.875,3.460934565303713,27.70941118270929
25.625,-30.375,1.8974078163140256,27.68622866571993
25.625,-29.875,1.0684153055553658,29.01046205575593
25.625,-29.375,1.1898027168441416,28.57988628588459
25.625,-28.875,-1.0892245508637828,30.440198658874785
25.625,-28.375,0.17515711011003532,29.431909140533108
25.625,-27.875,1.1541760557855056,29.868521775942938
25.625,-27.375,1.1884202483478887,29.170808098259172
25.625,-26.875,1.6230751845614577,28.64207627637125
25.625,-26.375,2.1686175438984847,28.243355757208285
25.625,-25.875,2.102201202453564,31.627904514863673
25.625,-25.375,2.9168066729432027,31.515233610956287
25.625,-24.875,-0.7516137100731441,37.554298931220536
25.625,-24.375,-1.1779738594597546,39.36033666326599
25.625,-23.875,-1.723920725989764,40.006188233736125
25.625,-23.375,-2.121778340171076,43.13143118878335
25.625,-22.875,-1.2909259324067506,42.92717224567033
